timestamp,equipment_id,vibration_hz
2026-06-20T07:00:00Z,DRL-002,53.56
2026-06-20T07:00:10Z,DRL-002,59.1
2026-06-20T07:00:20Z,DRL-002,47.5
2026-06-20T07:00:30Z,DRL-002,54.64
2026-06-20T07:00:40Z,DRL-002,58.81
2026-06-20T07:00:50Z,DRL-002,53.83
2026-06-20T07:01:00Z,DRL-002,51.93
2026-06-20T07:01:10Z,DRL-002,47.03
2026-06-20T07:01:20Z,DRL-002,51.16
2026-06-20T07:01:30Z,DRL-002,58.04
2026-06-20T07:01:40Z,DRL-002,53.72
2026-06-20T07:01:50Z,DRL-002,127.27
2026-06-20T07:02:00Z,DRL-002,44.24
2026-06-20T07:02:10Z,DRL-002,43.69
2026-06-20T07:02:20Z,DRL-002,56.53
2026-06-20T07:02:30Z,DRL-002,46.06
2026-06-20T07:02:40Z,DRL-002,45.48
2026-06-20T07:02:50Z,DRL-002,57.57
2026-06-20T07:03:00Z,DRL-002,52.75
2026-06-20T07:03:10Z,DRL-002,50.64
2026-06-20T07:03:20Z,DRL-002,51.66
2026-06-20T07:03:30Z,DRL-002,59.3
2026-06-20T07:03:40Z,DRL-002,43.58
2026-06-20T07:03:50Z,DRL-002,45.27
2026-06-20T07:04:00Z,DRL-002,50.56
2026-06-20T07:04:10Z,DRL-002,44.47
2026-06-20T07:04:20Z,DRL-002,180.11
2026-06-20T07:04:30Z,DRL-002,50.53
2026-06-20T07:04:40Z,DRL-002,40.9
2026-06-20T07:04:50Z,DRL-002,112.03
2026-06-20T07:05:00Z,DRL-002,47.74
2026-06-20T07:05:10Z,DRL-002,49.66
2026-06-20T07:05:20Z,DRL-002,57.12
2026-06-20T07:05:30Z,DRL-002,56.92
2026-06-20T07:05:40Z,DRL-002,40.88
2026-06-20T07:05:50Z,DRL-002,56.37
2026-06-20T07:06:00Z,DRL-002,56.06
2026-06-20T07:06:10Z,DRL-002,49.58
2026-06-20T07:06:20Z,DRL-002,41.08
2026-06-20T07:06:30Z,DRL-002,47.49
2026-06-20T07:06:40Z,DRL-002,49.8
2026-06-20T07:06:50Z,DRL-002,55.94
2026-06-20T07:07:00Z,DRL-002,44.26
2026-06-20T07:07:10Z,DRL-002,54.71
2026-06-20T07:07:20Z,DRL-002,51.47
2026-06-20T07:07:30Z,DRL-002,46.02
2026-06-20T07:07:40Z,DRL-002,48.2
2026-06-20T07:07:50Z,DRL-002,51.35
2026-06-20T07:08:00Z,DRL-002,43.88
2026-06-20T07:08:10Z,DRL-002,53.21
2026-06-20T07:08:20Z,DRL-002,55.32
2026-06-20T07:08:30Z,DRL-002,41.37
2026-06-20T07:08:40Z,DRL-002,48.45
2026-06-20T07:08:50Z,DRL-002,44.0
2026-06-20T07:09:00Z,DRL-002,52.88
2026-06-20T07:09:10Z,DRL-002,44.7
2026-06-20T07:09:20Z,DRL-002,41.34
2026-06-20T07:09:30Z,DRL-002,59.33
2026-06-20T07:09:40Z,DRL-002,42.85
2026-06-20T07:09:50Z,DRL-002,45.8
2026-06-20T07:10:00Z,DRL-002,48.15
2026-06-20T07:10:10Z,DRL-002,40.81
2026-06-20T07:10:20Z,DRL-002,44.29
2026-06-20T07:10:30Z,DRL-002,43.58
2026-06-20T07:10:40Z,DRL-002,40.31
2026-06-20T07:10:50Z,DRL-002,51.9
2026-06-20T07:11:00Z,DRL-002,58.64
2026-06-20T07:11:10Z,DRL-002,54.58
2026-06-20T07:11:20Z,DRL-002,59.01
2026-06-20T07:11:30Z,DRL-002,58.66
2026-06-20T07:11:40Z,DRL-002,47.25
2026-06-20T07:11:50Z,DRL-002,50.75
2026-06-20T07:12:00Z,DRL-002,53.2
2026-06-20T07:12:10Z,DRL-002,55.67
2026-06-20T07:12:20Z,DRL-002,55.53
2026-06-20T07:12:30Z,DRL-002,54.74
2026-06-20T07:12:40Z,DRL-002,42.1
2026-06-20T07:12:50Z,DRL-002,41.86
2026-06-20T07:13:00Z,DRL-002,41.64
2026-06-20T07:13:10Z,DRL-002,44.31
2026-06-20T07:13:20Z,DRL-002,54.5
2026-06-20T07:13:30Z,DRL-002,57.25
2026-06-20T07:13:40Z,DRL-002,49.08
2026-06-20T07:13:50Z,DRL-002,44.5
2026-06-20T07:14:00Z,DRL-002,41.35
2026-06-20T07:14:10Z,DRL-002,42.07
2026-06-20T07:14:20Z,DRL-002,
2026-06-20T07:14:30Z,DRL-002,42.96
2026-06-20T07:14:40Z,DRL-002,48.22
2026-06-20T07:14:50Z,DRL-002,43.22
2026-06-20T07:15:00Z,DRL-002,45.29
2026-06-20T07:15:10Z,DRL-002,45.9
2026-06-20T07:15:20Z,DRL-002,57.42
2026-06-20T07:15:30Z,DRL-002,41.78
2026-06-20T07:15:40Z,DRL-002,48.57
2026-06-20T07:15:50Z,DRL-002,51.41
2026-06-20T07:16:00Z,DRL-002,55.79
2026-06-20T07:16:10Z,DRL-002,41.75
2026-06-20T07:16:20Z,DRL-002,59.45
2026-06-20T07:16:30Z,DRL-002,53.0
2026-06-20T07:16:40Z,DRL-002,51.83
2026-06-20T07:16:50Z,DRL-002,57.63
2026-06-20T07:17:00Z,DRL-002,51.63
2026-06-20T07:17:10Z,DRL-002,56.98
2026-06-20T07:17:20Z,DRL-002,47.63
2026-06-20T07:17:30Z,DRL-002,54.46
2026-06-20T07:17:40Z,DRL-002,59.83
2026-06-20T07:17:50Z,DRL-002,56.69
2026-06-20T07:18:00Z,DRL-002,41.61
2026-06-20T07:18:10Z,DRL-002,51.02
2026-06-20T07:18:20Z,DRL-002,41.03
2026-06-20T07:18:30Z,DRL-002,45.53
2026-06-20T07:18:40Z,DRL-002,42.65
2026-06-20T07:18:50Z,DRL-002,54.52
2026-06-20T07:19:00Z,DRL-002,57.09
2026-06-20T07:19:10Z,DRL-002,53.64
2026-06-20T07:19:20Z,DRL-002,41.63
2026-06-20T07:19:30Z,DRL-002,49.16
2026-06-20T07:19:40Z,DRL-002,44.89
2026-06-20T07:19:50Z,DRL-002,41.99
2026-06-20T07:20:00Z,DRL-002,42.65
2026-06-20T07:20:10Z,DRL-002,40.67
2026-06-20T07:20:20Z,DRL-002,59.69
2026-06-20T07:20:30Z,DRL-002,59.85
2026-06-20T07:20:40Z,DRL-002,48.08
2026-06-20T07:20:50Z,DRL-002,58.86
2026-06-20T07:21:00Z,DRL-002,52.94
2026-06-20T07:21:10Z,DRL-002,46.68
2026-06-20T07:21:20Z,DRL-002,56.41
2026-06-20T07:21:30Z,DRL-002,58.87
2026-06-20T07:21:40Z,DRL-002,41.18
2026-06-20T07:21:50Z,DRL-002,50.44
2026-06-20T07:22:00Z,DRL-002,40.99
2026-06-20T07:22:10Z,DRL-002,47.55
2026-06-20T07:22:20Z,DRL-002,42.71
2026-06-20T07:22:30Z,DRL-002,56.58
2026-06-20T07:22:40Z,DRL-002,48.62
2026-06-20T07:22:50Z,DRL-002,51.33
2026-06-20T07:23:00Z,DRL-002,59.34
2026-06-20T07:23:10Z,DRL-002,51.27
2026-06-20T07:23:20Z,DRL-002,47.61
2026-06-20T07:23:30Z,DRL-002,51.26
2026-06-20T07:23:40Z,DRL-002,50.67
2026-06-20T07:23:50Z,DRL-002,47.3
2026-06-20T07:24:00Z,DRL-002,50.19
2026-06-20T07:24:10Z,DRL-002,58.36
2026-06-20T07:24:20Z,DRL-002,59.55
2026-06-20T07:24:30Z,DRL-002,56.86
2026-06-20T07:24:40Z,DRL-002,56.38
2026-06-20T07:24:50Z,DRL-002,54.11
2026-06-20T07:25:00Z,DRL-002,58.35
2026-06-20T07:25:10Z,DRL-002,41.4
2026-06-20T07:25:20Z,DRL-002,57.45
2026-06-20T07:25:30Z,DRL-002,52.88
2026-06-20T07:25:40Z,DRL-002,54.81
2026-06-20T07:25:50Z,DRL-002,48.35
2026-06-20T07:26:00Z,DRL-002,52.81
2026-06-20T07:26:10Z,DRL-002,53.69
2026-06-20T07:26:20Z,DRL-002,57.16
2026-06-20T07:26:30Z,DRL-002,50.73
2026-06-20T07:26:40Z,DRL-002,40.49
2026-06-20T07:26:50Z,DRL-002,55.78
2026-06-20T07:27:00Z,DRL-002,40.95
2026-06-20T07:27:10Z,DRL-002,57.91
2026-06-20T07:27:20Z,DRL-002,49.43
2026-06-20T07:27:30Z,DRL-002,48.74
2026-06-20T07:27:40Z,DRL-002,52.78
2026-06-20T07:27:50Z,DRL-002,41.83
2026-06-20T07:28:00Z,DRL-002,58.67
2026-06-20T07:28:10Z,DRL-002,55.92
2026-06-20T07:28:20Z,DRL-002,56.01
2026-06-20T07:28:30Z,DRL-002,48.42
2026-06-20T07:28:40Z,DRL-002,40.89
2026-06-20T07:28:50Z,DRL-002,51.93
2026-06-20T07:29:00Z,DRL-002,42.01
2026-06-20T07:29:10Z,DRL-002,49.47
2026-06-20T07:29:20Z,DRL-002,57.4
2026-06-20T07:29:30Z,DRL-002,53.2
2026-06-20T07:29:40Z,DRL-002,50.97
2026-06-20T07:29:50Z,DRL-002,48.98
2026-06-20T07:30:00Z,DRL-002,51.29
2026-06-20T07:30:10Z,DRL-002,41.63
2026-06-20T07:30:20Z,DRL-002,43.96
2026-06-20T07:30:30Z,DRL-002,183.82
