timestamp,equipment_id,vibration_hz
2026-06-19T09:00:00Z,CRSH-003,56.16
2026-06-19T09:00:10Z,CRSH-003,48.64
2026-06-19T09:00:20Z,CRSH-003,59.54
2026-06-19T09:00:30Z,CRSH-003,49.94
2026-06-19T09:00:40Z,CRSH-003,44.75
2026-06-19T09:00:50Z,CRSH-003,53.35
2026-06-19T09:01:00Z,CRSH-003,47.77
2026-06-19T09:01:10Z,CRSH-003,49.86
2026-06-19T09:01:20Z,CRSH-003,52.66
2026-06-19T09:01:30Z,CRSH-003,56.55
2026-06-19T09:01:40Z,CRSH-003,46.54
2026-06-19T09:01:50Z,CRSH-003,40.01
2026-06-19T09:02:00Z,CRSH-003,45.48
2026-06-19T09:02:10Z,CRSH-003,54.73
2026-06-19T09:02:20Z,CRSH-003,53.39
2026-06-19T09:02:30Z,CRSH-003,55.54
2026-06-19T09:02:40Z,CRSH-003,40.71
2026-06-19T09:02:50Z,CRSH-003,59.53
2026-06-19T09:03:00Z,CRSH-003,47.02
2026-06-19T09:03:10Z,CRSH-003,43.78
2026-06-19T09:03:20Z,CRSH-003,40.99
2026-06-19T09:03:30Z,CRSH-003,41.88
2026-06-19T09:03:40Z,CRSH-003,44.14
2026-06-19T09:03:50Z,CRSH-003,45.23
2026-06-19T09:04:00Z,CRSH-003,42.96
2026-06-19T09:04:10Z,CRSH-003,53.68
2026-06-19T09:04:20Z,CRSH-003,42.4
2026-06-19T09:04:30Z,CRSH-003,49.54
2026-06-19T09:04:40Z,CRSH-003,52.35
2026-06-19T09:04:50Z,CRSH-003,54.18
2026-06-19T09:05:00Z,CRSH-003,43.58
2026-06-19T09:05:10Z,CRSH-003,59.08
2026-06-19T09:05:20Z,CRSH-003,40.7
2026-06-19T09:05:30Z,CRSH-003,44.71
2026-06-19T09:05:40Z,CRSH-003,50.66
2026-06-19T09:05:50Z,CRSH-003,46.75
2026-06-19T09:06:00Z,CRSH-003,51.25
2026-06-19T09:06:10Z,CRSH-003,40.11
2026-06-19T09:06:20Z,CRSH-003,51.98
2026-06-19T09:06:30Z,CRSH-003,51.27
2026-06-19T09:06:40Z,CRSH-003,50.57
2026-06-19T09:06:50Z,CRSH-003,48.65
2026-06-19T09:07:00Z,CRSH-003,55.69
2026-06-19T09:07:10Z,CRSH-003,58.88
2026-06-19T09:07:20Z,CRSH-003,41.28
2026-06-19T09:07:30Z,CRSH-003,48.83
2026-06-19T09:07:40Z,CRSH-003,55.83
2026-06-19T09:07:50Z,CRSH-003,50.55
2026-06-19T09:08:00Z,CRSH-003,46.02
2026-06-19T09:08:10Z,CRSH-003,
2026-06-19T09:08:20Z,CRSH-003,43.16
2026-06-19T09:08:30Z,CRSH-003,58.54
2026-06-19T09:08:40Z,CRSH-003,42.47
2026-06-19T09:08:50Z,CRSH-003,56.86
2026-06-19T09:09:00Z,CRSH-003,48.6
2026-06-19T09:09:10Z,CRSH-003,41.62
2026-06-19T09:09:20Z,CRSH-003,58.12
2026-06-19T09:09:30Z,CRSH-003,42.19
2026-06-19T09:09:40Z,CRSH-003,56.29
2026-06-19T09:09:50Z,CRSH-003,53.33
2026-06-19T09:10:00Z,CRSH-003,58.49
2026-06-19T09:10:10Z,CRSH-003,44.25
2026-06-19T09:10:20Z,CRSH-003,50.33
2026-06-19T09:10:30Z,CRSH-003,53.71
2026-06-19T09:10:40Z,CRSH-003,52.15
2026-06-19T09:10:50Z,CRSH-003,45.68
2026-06-19T09:11:00Z,CRSH-003,51.79
2026-06-19T09:11:10Z,CRSH-003,41.23
2026-06-19T09:11:20Z,CRSH-003,59.35
2026-06-19T09:11:30Z,CRSH-003,57.81
2026-06-19T09:11:40Z,CRSH-003,55.82
2026-06-19T09:11:50Z,CRSH-003,56.59
2026-06-19T09:12:00Z,CRSH-003,45.49
