timestamp,equipment_id,vibration_hz
2026-06-20T16:00:00Z,DRL-002,45.98
2026-06-20T16:00:10Z,DRL-002,54.43
2026-06-20T16:00:20Z,DRL-002,50.9
2026-06-20T16:00:30Z,DRL-002,46.85
2026-06-20T16:00:40Z,DRL-002,40.83
2026-06-20T16:00:50Z,DRL-002,40.09
2026-06-20T16:01:00Z,DRL-002,49.45
2026-06-20T16:01:10Z,DRL-002,47.65
2026-06-20T16:01:20Z,DRL-002,52.61
2026-06-20T16:01:30Z,DRL-002,48.59
2026-06-20T16:01:40Z,DRL-002,53.42
2026-06-20T16:01:50Z,DRL-002,49.65
2026-06-20T16:02:00Z,DRL-002,49.84
2026-06-20T16:02:10Z,DRL-002,57.16
2026-06-20T16:02:20Z,DRL-002,56.74
2026-06-20T16:02:30Z,DRL-002,172.82
2026-06-20T16:02:40Z,DRL-002,54.73
2026-06-20T16:02:50Z,DRL-002,58.05
2026-06-20T16:03:00Z,DRL-002,48.58
2026-06-20T16:03:10Z,DRL-002,54.09
2026-06-20T16:03:20Z,DRL-002,47.03
2026-06-20T16:03:30Z,DRL-002,49.45
2026-06-20T16:03:40Z,DRL-002,58.98
2026-06-20T16:03:50Z,DRL-002,50.93
2026-06-20T16:04:00Z,DRL-002,57.99
2026-06-20T16:04:10Z,DRL-002,54.62
2026-06-20T16:04:20Z,DRL-002,45.4
2026-06-20T16:04:30Z,DRL-002,58.5
2026-06-20T16:04:40Z,DRL-002,45.42
2026-06-20T16:04:50Z,DRL-002,44.69
2026-06-20T16:05:00Z,DRL-002,49.09
2026-06-20T16:05:10Z,DRL-002,
2026-06-20T16:05:20Z,DRL-002,56.45
2026-06-20T16:05:30Z,DRL-002,47.83
2026-06-20T16:05:40Z,DRL-002,59.75
2026-06-20T16:05:50Z,DRL-002,40.81
2026-06-20T16:06:00Z,DRL-002,45.52
2026-06-20T16:06:10Z,DRL-002,51.69
2026-06-20T16:06:20Z,DRL-002,43.91
2026-06-20T16:06:30Z,DRL-002,51.32
2026-06-20T16:06:40Z,DRL-002,45.61
2026-06-20T16:06:50Z,DRL-002,43.7
2026-06-20T16:07:00Z,DRL-002,46.24
2026-06-20T16:07:10Z,DRL-002,58.23
2026-06-20T16:07:20Z,DRL-002,58.18
2026-06-20T16:07:30Z,DRL-002,56.77
2026-06-20T16:07:40Z,DRL-002,45.12
2026-06-20T16:07:50Z,DRL-002,42.9
2026-06-20T16:08:00Z,DRL-002,44.44
2026-06-20T16:08:10Z,DRL-002,57.26
2026-06-20T16:08:20Z,DRL-002,56.23
2026-06-20T16:08:30Z,DRL-002,58.63
2026-06-20T16:08:40Z,DRL-002,45.81
2026-06-20T16:08:50Z,DRL-002,
2026-06-20T16:09:00Z,DRL-002,54.63
2026-06-20T16:09:10Z,DRL-002,56.88
2026-06-20T16:09:20Z,DRL-002,45.9
2026-06-20T16:09:30Z,DRL-002,50.33
2026-06-20T16:09:40Z,DRL-002,53.99
2026-06-20T16:09:50Z,DRL-002,40.43
2026-06-20T16:10:00Z,DRL-002,46.97
2026-06-20T16:10:10Z,DRL-002,59.24
2026-06-20T16:10:20Z,DRL-002,45.68
2026-06-20T16:10:30Z,DRL-002,40.69
2026-06-20T16:10:40Z,DRL-002,51.12
2026-06-20T16:10:50Z,DRL-002,42.79
2026-06-20T16:11:00Z,DRL-002,48.69
2026-06-20T16:11:10Z,DRL-002,176.39
2026-06-20T16:11:20Z,DRL-002,43.19
2026-06-20T16:11:30Z,DRL-002,53.26
2026-06-20T16:11:40Z,DRL-002,50.09
2026-06-20T16:11:50Z,DRL-002,46.19
2026-06-20T16:12:00Z,DRL-002,44.12
2026-06-20T16:12:10Z,DRL-002,58.14
2026-06-20T16:12:20Z,DRL-002,43.61
2026-06-20T16:12:30Z,DRL-002,46.71
2026-06-20T16:12:40Z,DRL-002,59.89
2026-06-20T16:12:50Z,DRL-002,41.88
2026-06-20T16:13:00Z,DRL-002,54.62
2026-06-20T16:13:10Z,DRL-002,44.42
2026-06-20T16:13:20Z,DRL-002,56.46
2026-06-20T16:13:30Z,DRL-002,49.15
2026-06-20T16:13:40Z,DRL-002,52.96
2026-06-20T16:13:50Z,DRL-002,49.77
2026-06-20T16:14:00Z,DRL-002,50.68
2026-06-20T16:14:10Z,DRL-002,49.01
2026-06-20T16:14:20Z,DRL-002,57.7
2026-06-20T16:14:30Z,DRL-002,46.29
2026-06-20T16:14:40Z,DRL-002,55.38
2026-06-20T16:14:50Z,DRL-002,
2026-06-20T16:15:00Z,DRL-002,56.64
2026-06-20T16:15:10Z,DRL-002,46.5
2026-06-20T16:15:20Z,DRL-002,41.29
2026-06-20T16:15:30Z,DRL-002,49.0
2026-06-20T16:15:40Z,DRL-002,43.17
2026-06-20T16:15:50Z,DRL-002,50.77
2026-06-20T16:16:00Z,DRL-002,43.01
2026-06-20T16:16:10Z,DRL-002,58.74
2026-06-20T16:16:20Z,DRL-002,48.87
2026-06-20T16:16:30Z,DRL-002,55.85
2026-06-20T16:16:40Z,DRL-002,53.67
2026-06-20T16:16:50Z,DRL-002,59.24
2026-06-20T16:17:00Z,DRL-002,49.34
2026-06-20T16:17:10Z,DRL-002,44.16
2026-06-20T16:17:20Z,DRL-002,149.0
2026-06-20T16:17:30Z,DRL-002,59.76
2026-06-20T16:17:40Z,DRL-002,46.53
2026-06-20T16:17:50Z,DRL-002,44.63
2026-06-20T16:18:00Z,DRL-002,49.37
2026-06-20T16:18:10Z,DRL-002,48.02
2026-06-20T16:18:20Z,DRL-002,42.54
2026-06-20T16:18:30Z,DRL-002,43.47
2026-06-20T16:18:40Z,DRL-002,43.9
2026-06-20T16:18:50Z,DRL-002,47.56
2026-06-20T16:19:00Z,DRL-002,55.35
2026-06-20T16:19:10Z,DRL-002,43.96
