timestamp,equipment_id,vibration_hz
2026-06-20T11:00:00Z,EXC-001,168.48
2026-06-20T11:00:10Z,EXC-001,44.9
2026-06-20T11:00:20Z,EXC-001,53.56
2026-06-20T11:00:30Z,EXC-001,54.58
2026-06-20T11:00:40Z,EXC-001,151.12
2026-06-20T11:00:50Z,EXC-001,54.61
2026-06-20T11:01:00Z,EXC-001,59.86
2026-06-20T11:01:10Z,EXC-001,45.97
2026-06-20T11:01:20Z,EXC-001,40.14
2026-06-20T11:01:30Z,EXC-001,53.34
2026-06-20T11:01:40Z,EXC-001,54.04
2026-06-20T11:01:50Z,EXC-001,45.64
2026-06-20T11:02:00Z,EXC-001,59.36
2026-06-20T11:02:10Z,EXC-001,53.53
2026-06-20T11:02:20Z,EXC-001,45.53
2026-06-20T11:02:30Z,EXC-001,56.85
2026-06-20T11:02:40Z,EXC-001,48.79
2026-06-20T11:02:50Z,EXC-001,48.67
2026-06-20T11:03:00Z,EXC-001,40.7
2026-06-20T11:03:10Z,EXC-001,50.14
2026-06-20T11:03:20Z,EXC-001,56.47
2026-06-20T11:03:30Z,EXC-001,41.4
2026-06-20T11:03:40Z,EXC-001,44.23
2026-06-20T11:03:50Z,EXC-001,41.8
2026-06-20T11:04:00Z,EXC-001,40.74
2026-06-20T11:04:10Z,EXC-001,46.19
2026-06-20T11:04:20Z,EXC-001,48.84
2026-06-20T11:04:30Z,EXC-001,52.23
2026-06-20T11:04:40Z,EXC-001,59.52
2026-06-20T11:04:50Z,EXC-001,49.3
2026-06-20T11:05:00Z,EXC-001,50.59
2026-06-20T11:05:10Z,EXC-001,50.75
2026-06-20T11:05:20Z,EXC-001,58.79
2026-06-20T11:05:30Z,EXC-001,41.81
2026-06-20T11:05:40Z,EXC-001,46.8
2026-06-20T11:05:50Z,EXC-001,50.74
2026-06-20T11:06:00Z,EXC-001,45.72
2026-06-20T11:06:10Z,EXC-001,42.05
2026-06-20T11:06:20Z,EXC-001,50.78
2026-06-20T11:06:30Z,EXC-001,52.93
2026-06-20T11:06:40Z,EXC-001,49.51
2026-06-20T11:06:50Z,EXC-001,52.93
2026-06-20T11:07:00Z,EXC-001,49.36
2026-06-20T11:07:10Z,EXC-001,55.27
2026-06-20T11:07:20Z,EXC-001,53.17
2026-06-20T11:07:30Z,EXC-001,47.71
2026-06-20T11:07:40Z,EXC-001,44.74
2026-06-20T11:07:50Z,EXC-001,40.47
2026-06-20T11:08:00Z,EXC-001,58.63
2026-06-20T11:08:10Z,EXC-001,52.99
2026-06-20T11:08:20Z,EXC-001,40.75
2026-06-20T11:08:30Z,EXC-001,43.0
2026-06-20T11:08:40Z,EXC-001,54.72
2026-06-20T11:08:50Z,EXC-001,51.51
2026-06-20T11:09:00Z,EXC-001,59.25
2026-06-20T11:09:10Z,EXC-001,58.43
2026-06-20T11:09:20Z,EXC-001,45.73
2026-06-20T11:09:30Z,EXC-001,46.1
2026-06-20T11:09:40Z,EXC-001,44.03
2026-06-20T11:09:50Z,EXC-001,57.47
2026-06-20T11:10:00Z,EXC-001,45.3
2026-06-20T11:10:10Z,EXC-001,46.03
2026-06-20T11:10:20Z,EXC-001,50.95
2026-06-20T11:10:30Z,EXC-001,46.22
2026-06-20T11:10:40Z,EXC-001,41.76
2026-06-20T11:10:50Z,EXC-001,57.79
