timestamp,equipment_id,vibration_hz
2026-06-19T13:00:00Z,EXC-001,51.67
2026-06-19T13:00:10Z,EXC-001,46.69
2026-06-19T13:00:20Z,EXC-001,46.35
2026-06-19T13:00:30Z,EXC-001,57.54
2026-06-19T13:00:40Z,EXC-001,164.83
2026-06-19T13:00:50Z,EXC-001,46.06
2026-06-19T13:01:00Z,EXC-001,55.18
2026-06-19T13:01:10Z,EXC-001,49.92
2026-06-19T13:01:20Z,EXC-001,40.75
2026-06-19T13:01:30Z,EXC-001,53.98
2026-06-19T13:01:40Z,EXC-001,50.34
2026-06-19T13:01:50Z,EXC-001,41.54
2026-06-19T13:02:00Z,EXC-001,58.56
2026-06-19T13:02:10Z,EXC-001,59.89
2026-06-19T13:02:20Z,EXC-001,50.85
2026-06-19T13:02:30Z,EXC-001,53.54
2026-06-19T13:02:40Z,EXC-001,59.05
2026-06-19T13:02:50Z,EXC-001,41.5
2026-06-19T13:03:00Z,EXC-001,56.29
2026-06-19T13:03:10Z,EXC-001,51.13
2026-06-19T13:03:20Z,EXC-001,51.23
2026-06-19T13:03:30Z,EXC-001,46.29
2026-06-19T13:03:40Z,EXC-001,52.95
2026-06-19T13:03:50Z,EXC-001,54.84
2026-06-19T13:04:00Z,EXC-001,41.2
2026-06-19T13:04:10Z,EXC-001,40.8
2026-06-19T13:04:20Z,EXC-001,50.1
2026-06-19T13:04:30Z,EXC-001,57.17
2026-06-19T13:04:40Z,EXC-001,59.0
2026-06-19T13:04:50Z,EXC-001,46.94
2026-06-19T13:05:00Z,EXC-001,52.91
2026-06-19T13:05:10Z,EXC-001,43.4
2026-06-19T13:05:20Z,EXC-001,45.27
2026-06-19T13:05:30Z,EXC-001,56.61
2026-06-19T13:05:40Z,EXC-001,45.92
2026-06-19T13:05:50Z,EXC-001,55.31
2026-06-19T13:06:00Z,EXC-001,194.03
2026-06-19T13:06:10Z,EXC-001,56.98
2026-06-19T13:06:20Z,EXC-001,47.02
2026-06-19T13:06:30Z,EXC-001,57.94
2026-06-19T13:06:40Z,EXC-001,47.82
2026-06-19T13:06:50Z,EXC-001,54.77
